"YOB","Gender","Income","HouseholdStatus","EducationLevel","Q124742","Q124122","Q123464","Q123621","Q122769","Q122770","Q122771","Q122120","Q121699","Q121700","Q120978","Q121011","Q120379","Q120650","Q120472","Q120194","Q120012","Q120014","Q119334","Q119851","Q119650","Q118892","Q118117","Q118232","Q118233","Q118237","Q117186","Q117193","Q116797","Q116881","Q116953","Q116601","Q116441","Q116448","Q116197","Q115602","Q115777","Q115610","Q115611","Q115899","Q115390","Q114961","Q114748","Q115195","Q114517","Q114386","Q113992","Q114152","Q113583","Q113584","Q113181","Q112478","Q112512","Q112270","Q111848","Q111580","Q111220","Q110740","Q109367","Q108950","Q109244","Q108855","Q108617","Q108856","Q108754","Q108342","Q108343","Q107869","Q107491","Q106993","Q106997","Q106272","Q106388","Q106389","Q106042","Q105840","Q105655","Q104996","Q103293","Q102906","Q102674","Q102687","Q102289","Q102089","Q101162","Q101163","Q101596","Q100689","Q100680","Q100562","Q99982","Q100010","Q99716","Q99581","Q99480","Q98869","Q98578","Q98059","Q98078","Q98197","Q96024","UserId","Party"
1990,"Male","$50,000 - $74,999","Single (no kids)","Bachelor's Degree","Yes","No","No","Yes","Yes","Yes","Public","No","Yes","No","Yes","Yes","No","Yes","Science","Study first","No","Yes","Yes","No","Giving","No","Yes","Idealist","No","Yes","Cool headed","Standard hours","No","Right","Yes","No","Yes","No","P.M.","Yes","Start","Yes","Yes","Circumstances","Yes","Yes","No","Yes","Yes","Mysterious","Yes","No","Tunes","Technology","Yes","Yes","Yes","No","Yes","Supportive","No","Mac","Yes","Cautious","No","Umm...","No","Space","No","In-person","Yes","No","Yes","Yes","Grrr people","Yes","No","No","No","Yes","Yes","Yes","No","No","No","Yes","Yes","Rent","Optimist","Dad","No","Yes","Yes","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","Yes",5328,"Republican"
1969,"Male","$75,000 - $100,000","Single (no kids)","Current K-12","Yes","Yes","No","No","Yes","Yes","Private","No","No","No","Yes","No","Yes","Yes","Art","Study first","Yes","Yes","No","No","Giving","Yes","Yes","Pragmatist","No","Yes","Cool headed","Standard hours","Yes","Right","No","No","No","No","P.M.","Yes","Start","Yes","No","Circumstances","Yes","Yes","No","Yes","Yes","Mysterious","No","No","Tunes","Technology","Yes","Yes","Yes","Yes","No","Demanding","No","PC","No","Cautious","No","Umm...","No","Socialize","No","In-person","No","No","No","Yes","Grrr people","Yes","No","No","No","No","Yes","Yes","No","Yes","No","No","No","Own","Pessimist","Dad","No","No","No","Yes","Nope","Yes","No","No","Yes","Yes","Yes","Yes","No","Yes","Yes",5329,"Democrat"
1994,"Male","over $150,000","Single (no kids)","Current Undergraduate","No","No","No","Yes","Yes","Yes","Public","Yes","No","No","Yes","Yes","Yes","Yes","Science","Study first","No","Yes","No","Yes","Receiving","No","No","Pragmatist","Yes","No","Cool headed","Standard hours","No","Happy","Yes","No","No","Yes","P.M.","Yes","Start","Yes","No","Circumstances","Yes","No","No","Yes","No","Mysterious","No","No","Tunes","Technology","No","Yes","Yes","Yes","No","Supportive","No","PC","Yes","Cautious","Yes","Umm...","No","Space","No","In-person","No","No","No","Yes","Yay people!","Yes","No","Yes","Yes","No","Yes","Yes","Yes","No","No","Yes","Yes","Rent","Optimist","Mom","No","No","No","Yes","Check!","Yes","No","No","Yes","No","Yes","Yes","Yes","No","Yes",5330,"Democrat"
1995,"Male","$50,000 - $74,999","Single (no kids)","High School Diploma","No","Yes","No","No","No","Yes","Private","No","Yes","No","Yes","No","Yes","Yes","Science","Study first","No","Yes","No","Yes","Giving","Yes","No","Idealist","No","Yes","Cool headed","Odd hours","No","Happy","No","Yes","Yes","Yes","P.M.","Yes","End","Yes","No","Circumstances","Yes","Yes","Yes","No","Yes","Mysterious","No","No","Tunes","People","No","No","Yes","Yes","No","Supportive","No","PC","Yes","Risk-friendly","Yes","Yes!","No","Space","Yes","In-person","No","No","Yes","No","Grrr people","No","No","No","No","No","No","Yes","No","Yes","No","No","No","Rent","Optimist","Mom","No","No","No","Yes","Nope","Yes","No","No","No","No","No","Yes","Yes","No","Yes",5334,"Republican"
1985,"Male","$25,001 - $50,000","Single (no kids)","Bachelor's Degree","No","No","No","Yes","No","Yes","Public","Yes","Yes","Yes","No","Yes","Yes","Yes","Science","Try first","No","Yes","Yes","No","Receiving","No","No","Pragmatist","Yes","No","Cool headed","Odd hours","Yes","Happy","No","Yes","No","No","P.M.","Yes","End","No","Yes","Circumstances","Yes","Yes","No","Yes","No","TMI","Yes","No","Tunes","Technology","No","Yes","Yes","No","Yes","Demanding","No","PC","Yes","Risk-friendly","No","Umm...","No","Space","No","In-person","No","No","No","Yes","Grrr people","Yes","No","Yes","No","Yes","No","Yes","No","No","No","Yes","No","Rent","Pessimist","Mom","Yes","Yes","No","Yes","Nope","No","No","No","Yes","No","No","Yes","No","No","Yes",5336,"Republican"
1981,"Female","$100,001 - $150,000","Single (no kids)","Bachelor's Degree","No","Yes","Yes","No","No","No","Private","Yes","Yes","Yes","No","Yes","No","Yes","Science","Try first","Yes","No","Yes","No","Giving","No","No","Pragmatist","Yes","Yes","Hot headed","Odd hours","No","Happy","Yes","Yes","No","Yes","A.M.","Yes","Start","Yes","No","Circumstances","No","Yes","Yes","Yes","No","TMI","Yes","Yes","Tunes","People","Yes","Yes","Yes","No","Yes","Supportive","Yes","Mac","Yes","Risk-friendly","No","Yes!","No","Socialize","No","In-person","Yes","Yes","Yes","Yes","Yay people!","Yes","No","Yes","No","Yes","No","Yes","No","Yes","Yes","No","Yes","Rent","Pessimist","Dad","Yes","Yes","Yes","Yes","Check!","Yes","No","Yes","Yes","Yes","No","Yes","Yes","Yes","No",5337,"Democrat"
1981,"Male","over $150,000","Married (w/kids)","Associate's Degree","No","No","No","Yes","Yes","Yes","Public","No","No","No","Yes","Yes","No","Yes","Art","Try first","Yes","Yes","Yes","Yes","Giving","No","No","Pragmatist","No","No","Cool headed","Odd hours","No","Right","No","Yes","No","No","A.M.","Yes","End","Yes","Yes","Circumstances","No","No","No","No","No","TMI","No","Yes","Tunes","Technology","Yes","No","Yes","Yes","Yes","Supportive","No","Mac","Yes","Cautious","No","Yes!","No","Space","Yes","Online","No","Yes","Yes","Yes","Grrr people","Yes","Yes","No","No","No","No","Yes","No","No","No","No","Yes","Own","Pessimist","Mom","Yes","Yes","Yes","Yes","Nope","No","No","Yes","Yes","Yes","No","Yes","No","Yes","No",5338,"Republican"
1958,"Female","$50,000 - $74,999","Married (w/kids)","Bachelor's Degree","Yes","No","No","Yes","Yes","Yes","Public","Yes","Yes","No","No","Yes","Yes","Yes","Art","Study first","Yes","Yes","No","No","Giving","Yes","No","Pragmatist","Yes","Yes","Hot headed","Standard hours","No","Happy","Yes","Yes","Yes","No","P.M.","Yes","End","No","Yes","Circumstances","Yes","No","Yes","No","Yes","Mysterious","Yes","Yes","Talk","Technology","Yes","Yes","Yes","Yes","Yes","Demanding","No","PC","Yes","Cautious","Yes","Umm...","No","Space","No","In-person","Yes","No","Yes","No","Grrr people","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Yes","No","No","Own","Pessimist","Dad","No","Yes","Yes","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","No",5340,"Democrat"
1941,"Female","$100,001 - $150,000","Married (no kids)","High School Diploma","Yes","No","No","No","No","Yes","Public","No","Yes","No","No","Yes","No","Yes","Science","Try first","Yes","No","No","No","Giving","Yes","No","Pragmatist","No","No","Cool headed","Odd hours","Yes","Happy","Yes","Yes","Yes","No","A.M.","Yes","Start","Yes","No","Me","No","Yes","No","Yes","Yes","Mysterious","Yes","No","Talk","Technology","No","Yes","Yes","No","No","Supportive","No","PC","No","Cautious","No","Umm...","No","Space","No","Online","Yes","Yes","Yes","Yes","Grrr people","Yes","Yes","No","Yes","Yes","No","Yes","Yes","No","Yes","Yes","No","Own","Optimist","Dad","No","Yes","No","No","Check!","Yes","No","No","Yes","Yes","No","Only-child","No","No","No",5341,"Democrat"
1989,"Male","$25,001 - $50,000","Single (no kids)","Current Undergraduate","No","No","No","No","No","Yes","Public","Yes","No","Yes","Yes","Yes","Yes","Yes","Art","Study first","No","Yes","Yes","No","Receiving","No","Yes","Pragmatist","Yes","No","Cool headed","Odd hours","No","Right","Yes","Yes","No","No","A.M.","Yes","End","Yes","No","Circumstances","Yes","Yes","No","No","No","Mysterious","Yes","Yes","Talk","People","No","No","Yes","Yes","Yes","Supportive","Yes","Mac","Yes","Cautious","No","Yes!","No","Socialize","No","In-person","No","Yes","Yes","Yes","Yay people!","Yes","No","Yes","No","No","No","Yes","No","Yes","No","Yes","Yes","Own","Optimist","Mom","No","No","Yes","Yes","Check!","No","No","No","Yes","Yes","Yes","Yes","No","Yes","No",5344,"Democrat"
1994,"Male","$100,001 - $150,000","Single (no kids)","High School Diploma","Yes","Yes","No","No","No","Yes","Public","No","Yes","No","Yes","Yes","No","Yes","Science","Try first","No","Yes","No","No","Giving","No","Yes","Pragmatist","No","No","Cool headed","Standard hours","No","Happy","Yes","Yes","Yes","Yes","P.M.","Yes","End","Yes","No","Me","Yes","No","Yes","Yes","No","TMI","No","Yes","Tunes","Technology","No","No","Yes","No","Yes","Supportive","No","PC","No","Cautious","No","Yes!","Yes","Space","No","In-person","Yes","No","Yes","Yes","Grrr people","No","No","Yes","No","No","Yes","No","Yes","No","No","No","No","Own","Pessimist","Mom","No","No","No","Yes","Nope","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes",5345,"Democrat"
1977,"Female","$100,001 - $150,000","Single (no kids)","Master's Degree","Yes","No","No","No","Yes","Yes","Public","No","No","Yes","Yes","No","Yes","Yes","Art","Try first","Yes","No","Yes","Yes","Giving","No","No","Idealist","Yes","Yes","Cool headed","Standard hours","Yes","Happy","Yes","Yes","No","Yes","P.M.","Yes","End","Yes","No","Circumstances","Yes","No","Yes","Yes","No","Mysterious","No","Yes","Tunes","People","No","Yes","Yes","No","Yes","Supportive","Yes","Mac","Yes","Cautious","No","Yes!","No","Socialize","No","In-person","Yes","No","Yes","Yes","Yay people!","Yes","No","Yes","Yes","Yes","Yes","No","No","No","Yes","No","Yes","Rent","Optimist","Mom","No","Yes","Yes","Yes","Check!","Yes","Yes","No","Yes","Yes","No","Only-child","Yes","No","Yes",5346,"Democrat"
1989,"Female","$100,001 - $150,000","Single (no kids)","Current Undergraduate","Yes","No","No","Yes","No","No","Public","No","Yes","No","Yes","Yes","Yes","Yes","Science","Study first","Yes","Yes","Yes","No","Giving","Yes","No","Idealist","No","No","Cool headed","Odd hours","Yes","Happy","No","Yes","No","No","A.M.","Yes","Start","Yes","No","Me","Yes","Yes","Yes","Yes","No","TMI","No","No","Tunes","People","No","Yes","Yes","Yes","Yes","Supportive","Yes","Mac","Yes","Cautious","Yes","Umm...","No","Space","Yes","Online","No","No","Yes","Yes","Yay people!","Yes","No","Yes","No","Yes","No","Yes","Yes","Yes","No","Yes","Yes","Rent","Pessimist","Mom","Yes","No","Yes","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","Yes","No","No",5348,"Democrat"
1976,"Female","under $25,000","Single (w/kids)","Associate's Degree","Yes","Yes","Yes","No","Yes","No","Public","No","Yes","Yes","Yes","Yes","No","Yes","Art","Study first","Yes","No","Yes","Yes","Giving","Yes","No","Pragmatist","Yes","Yes","Hot headed","Odd hours","No","Happy","Yes","Yes","No","Yes","P.M.","No","Start","Yes","No","Circumstances","No","Yes","No","No","No","Mysterious","No","No","Tunes","Technology","No","Yes","Yes","No","Yes","Demanding","Yes","PC","Yes","Cautious","Yes","Umm...","Yes","Space","No","Online","Yes","No","Yes","Yes","Grrr people","No","No","No","Yes","Yes","No","Yes","No","Yes","Yes","Yes","No","Rent","Pessimist","Dad","Yes","No","Yes","Yes","Nope","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","Yes",5350,"Democrat"
1967,"Female","$100,001 - $150,000","Married (w/kids)","Master's Degree","Yes","Yes","No","Yes","Yes","No","Public","No","Yes","No","Yes","No","Yes","Yes","Science","Study first","Yes","No","No","No","Giving","No","No","Pragmatist","Yes","No","Hot headed","Standard hours","No","Happy","No","Yes","Yes","Yes","A.M.","No","End","No","Yes","Me","No","Yes","Yes","No","No","TMI","Yes","No","Talk","People","No","Yes","Yes","No","Yes","Demanding","Yes","Mac","Yes","Cautious","No","Yes!","No","Space","Yes","In-person","Yes","No","No","Yes","Grrr people","Yes","Yes","No","Yes","Yes","No","Yes","Yes","No","Yes","No","No","Own","Pessimist","Mom","Yes","Yes","No","Yes","Check!","Yes","No","No","Yes","No","Yes","Yes","No","No","No",5351,"Republican"
1969,"Male","$75,000 - $100,000","Married (no kids)","Bachelor's Degree","No","Yes","No","Yes","Yes","Yes","Private","No","Yes","Yes","Yes","Yes","Yes","Yes","Science","Try first","No","Yes","Yes","No","Giving","No","Yes","Idealist","No","Yes","Cool headed","Odd hours","Yes","Happy","No","Yes","No","No","P.M.","Yes","Start","Yes","Yes","Circumstances","Yes","Yes","Yes","Yes","Yes","TMI","Yes","No","Tunes","People","No","No","Yes","Yes","Yes","Supportive","No","PC","No","Cautious","Yes","Yes!","No","Socialize","Yes","In-person","No","No","Yes","Yes","Yay people!","Yes","No","No","Yes","Yes","No","No","Yes","No","No","No","Yes","Own","Optimist","Dad","Yes","Yes","Yes","No","Nope","Yes","No","No","No","No","Yes","Only-child","Yes","No","Yes",5354,"Republican"
1984,"Male","$25,001 - $50,000","Single (no kids)","Bachelor's Degree","No","No","No","Yes","Yes","No","Public","No","No","Yes","Yes","Yes","No","Yes","Science","Try first","No","Yes","Yes","Yes","Giving","No","No","Idealist","No","No","Hot headed","Odd hours","No","Happy","No","Yes","Yes","Yes","A.M.","Yes","End","Yes","No","Me","Yes","Yes","Yes","Yes","No","Mysterious","No","No","Tunes","People","Yes","Yes","Yes","No","No","Supportive","No","PC","Yes","Risk-friendly","No","Yes!","No","Socialize","Yes","In-person","No","No","Yes","Yes","Yay people!","Yes","Yes","Yes","No","No","No","No","No","No","No","Yes","Yes","Rent","Optimist","Mom","Yes","No","Yes","Yes","Check!","No","Yes","Yes","Yes","No","Yes","Yes","No","Yes","Yes",5356,"Republican"
1999,"Female","under $25,000","Single (no kids)","Current K-12","Yes","Yes","No","No","Yes","Yes","Public","No","No","No","No","Yes","Yes","Yes","Science","Try first","No","No","Yes","Yes","Receiving","No","No","Pragmatist","No","Yes","Hot headed","Standard hours","No","Right","Yes","Yes","No","No","A.M.","Yes","Start","No","No","Circumstances","Yes","Yes","Yes","Yes","No","Mysterious","Yes","No","Tunes","People","No","Yes","Yes","No","Yes","Supportive","No","PC","No","Cautious","Yes","Umm...","Yes","Space","No","In-person","No","No","Yes","Yes","Grrr people","Yes","No","Yes","Yes","Yes","No","No","Yes","Yes","No","No","No","Own","Pessimist","Dad","Yes","Yes","Yes","No","Nope","Yes","No","No","Yes","Yes","No","Yes","Yes","No","Yes",5357,"Democrat"
1971,"Female","over $150,000","Domestic Partners (w/kids)","Bachelor's Degree","No","No","No","Yes","No","Yes","Public","No","Yes","Yes","No","Yes","No","Yes","Science","Study first","No","No","Yes","No","Giving","Yes","No","Idealist","No","Yes","Hot headed","Standard hours","No","Happy","Yes","Yes","Yes","No","P.M.","No","End","Yes","No","Me","No","No","No","No","No","Mysterious","Yes","No","Tunes","People","No","No","Yes","No","Yes","Supportive","No","Mac","Yes","Cautious","No","Umm...","No","Space","No","In-person","Yes","Yes","Yes","Yes","Grrr people","Yes","No","No","Yes","Yes","Yes","No","Yes","No","Yes","No","Yes","Own","Optimist","Dad","No","Yes","Yes","No","Nope","Yes","No","No","Yes","Yes","Yes","Yes","Yes","No","Yes",5358,"Republican"
1976,"Female","$75,000 - $100,000","Married (w/kids)","Current Undergraduate","No","No","No","No","Yes","Yes","Public","No","Yes","No","Yes","No","No","Yes","Art","Try first","No","No","Yes","No","Giving","Yes","No","Pragmatist","No","Yes","Hot headed","Standard hours","No","Right","Yes","Yes","Yes","No","P.M.","Yes","End","No","Yes","Me","Yes","No","Yes","No","Yes","TMI","No","No","Talk","Technology","No","Yes","No","No","Yes","Supportive","Yes","PC","Yes","Cautious","No","Umm...","No","Space","No","In-person","Yes","Yes","Yes","Yes","Grrr people","Yes","No","Yes","No","Yes","Yes","No","Yes","Yes","No","No","No","Own","Pessimist","Mom","No","Yes","Yes","No","Nope","Yes","No","No","Yes","Yes","No","Yes","No","No","No",5359,"Republican"
1997,"Male","under $25,000","Single (no kids)","Current K-12","Yes","Yes","No","No","No","Yes","Public","No","Yes","No","Yes","No","No","No","Art","Try first","Yes","No","No","No","Receiving","Yes","No","Idealist","No","No","Cool headed","Standard hours","No","Happy","No","Yes","No","Yes","P.M.","Yes","Start","Yes","Yes","Circumstances","Yes","Yes","No","No","No","TMI","Yes","No","Tunes","Technology","Yes","Yes","No","Yes","No","Supportive","No","Mac","Yes","Risk-friendly","No","Yes!","No","Socialize","Yes","In-person","No","Yes","Yes","Yes","Yay people!","No","No","Yes","Yes","Yes","No","Yes","No","No","No","Yes","No","Rent","Optimist","Dad","No","No","No","Yes","Nope","Yes","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes",5361,"Republican"
1990,"Female","under $25,000","Single (no kids)","Current K-12","Yes","No","No","No","Yes","No","Public","Yes","Yes","No","Yes","Yes","Yes","Yes","Art","Study first","Yes","Yes","Yes","No","Giving","Yes","Yes","Pragmatist","No","Yes","Cool headed","Standard hours","No","Happy","Yes","Yes","Yes","Yes","P.M.","No","End","Yes","No","Circumstances","Yes","No","No","Yes","No","Mysterious","No","Yes","Tunes","People","Yes","Yes","Yes","No","Yes","Supportive","No","Mac","Yes","Cautious","Yes","Umm...","No","Space","Yes","Online","Yes","No","Yes","Yes","Yay people!","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","No","No","No","Own","Optimist","Mom","No","No","Yes","Yes","Check!","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No",5362,"Republican"
1986,"Male","$25,001 - $50,000","Single (no kids)","Current Undergraduate","No","No","No","Yes","Yes","No","Public","No","Yes","No","No","Yes","Yes","Yes","Science","Try first","Yes","Yes","Yes","Yes","Receiving","No","No","Pragmatist","No","No","Cool headed","Standard hours","No","Happy","Yes","Yes","No","Yes","A.M.","Yes","Start","Yes","Yes","Me","Yes","Yes","Yes","Yes","No","Mysterious","No","No","Tunes","People","No","Yes","Yes","Yes","No","Supportive","No","PC","Yes","Cautious","Yes","Yes!","No","Space","Yes","In-person","No","Yes","Yes","Yes","Yay people!","Yes","No","Yes","Yes","No","No","No","Yes","No","No","Yes","No","Rent","Pessimist","Mom","No","Yes","No","Yes","Nope","No","No","No","No","No","Yes","Yes","Yes","No","No",5363,"Democrat"
1997,"Female","$50,000 - $74,999","Married (w/kids)","Current K-12","No","Yes","No","No","Yes","No","Public","No","No","No","No","No","No","Yes","Science","Study first","Yes","No","No","No","Receiving","Yes","Yes","Idealist","No","Yes","Hot headed","Odd hours","Yes","Happy","Yes","Yes","No","No","P.M.","Yes","End","Yes","No","Circumstances","Yes","No","Yes","No","No","Mysterious","No","No","Tunes","Technology","No","Yes","No","No","Yes","Demanding","No","PC","No","Cautious","No","Yes!","No","Space","Yes","In-person","No","No","Yes","Yes","Grrr people","No","No","No","No","No","Yes","Yes","Yes","No","No","Yes","No","Own","Pessimist","Mom","No","No","Yes","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","No","No","No",5364,"Democrat"
1978,"Female","$100,001 - $150,000","Married (w/kids)","Associate's Degree","No","No","No","Yes","No","No","Private","No","No","No","No","Yes","No","No","Art","Try first","Yes","Yes","Yes","No","Giving","Yes","Yes","Pragmatist","Yes","No","Hot headed","Standard hours","No","Happy","No","Yes","No","No","A.M.","Yes","End","Yes","Yes","Me","Yes","No","No","Yes","Yes","Mysterious","No","Yes","Talk","People","Yes","No","Yes","Yes","Yes","Supportive","Yes","Mac","Yes","Cautious","No","Umm...","No","Socialize","No","Online","No","Yes","No","Yes","Yay people!","Yes","No","No","No","Yes","No","No","Yes","No","Yes","No","No","Own","Optimist","Dad","Yes","No","Yes","No","Nope","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No",5365,"Republican"
